211.00,25.00,-51.99,100.00,1000.00,211.00,25.00,-68.88,100.00,1000.00
176.00,40.00,-10.93,100.00,1000.00,176.00,40.00,-69.10,100.00,1000.00
342.00,43.00,-100.85,100.00,1000.00,342.00,43.00,-143.86,100.00,1000.00
229.00,69.00,-190.88,100.00,1000.00,229.00,69.00,23.95,100.00,1000.00
104.00,11.00,-141.17,100.00,1000.00,104.00,11.00,69.72,100.00,1000.00
242.00,58.00,21.96,100.00,1000.00,242.00,58.00,-27.12,100.00,1000.00
130.00,51.00,-103.66,100.00,1000.00,130.00,51.00,-122.48,100.00,1000.00
238.00,12.00,40.00,100.00,1000.00,238.00,12.00,79.36,100.00,1000.00
30.00,35.00,202.55,100.00,1000.00,30.00,35.00,-88.22,100.00,1000.00
18.00,48.00,-5.15,100.00,1000.00,18.00,48.00,62.19,100.00,1000.00
354.00,38.00,-273.98,100.00,1000.00,354.00,38.00,4.97,100.00,1000.00
78.00,24.00,-61.70,100.00,1000.00,78.00,24.00,43.09,100.00,1000.00
165.00,77.00,-201.07,100.00,1000.00,165.00,77.00,85.26,100.00,1000.00
38.00,50.00,7.19,100.00,1000.00,38.00,50.00,70.09,100.00,1000.00
34.00,84.00,-186.66,100.00,1000.00,34.00,84.00,110.41,100.00,1000.00
176.00,17.00,-108.31,100.00,1000.00,176.00,17.00,129.30,100.00,1000.00
77.00,54.00,-44.48,100.00,1000.00,77.00,54.00,7.87,100.00,1000.00
136.00,35.00,44.20,100.00,1000.00,136.00,35.00,-173.82,100.00,1000.00
260.00,43.00,69.64,100.00,1000.00,260.00,43.00,-59.14,100.00,1000.00
259.00,68.00,-8.41,100.00,1000.00,259.00,68.00,6.54,100.00,1000.00
335.00,16.00,-111.62,100.00,1000.00,335.00,16.00,-45.05,100.00,1000.00
127.00,15.00,-33.52,100.00,1000.00,127.00,15.00,-36.78,100.00,1000.00
41.00,17.00,-59.40,100.00,1000.00,41.00,17.00,-178.43,100.00,1000.00
52.00,12.00,-193.83,100.00,1000.00,52.00,12.00,-148.40,100.00,1000.00
254.00,83.00,-299.91,100.00,1000.00,254.00,83.00,146.85,100.00,1000.00
343.00,59.00,-124.56,100.00,1000.00,343.00,59.00,-28.57,100.00,1000.00
305.00,44.00,-49.04,100.00,1000.00,305.00,44.00,183.25,100.00,1000.00
316.00,40.00,-60.98,100.00,1000.00,316.00,40.00,82.65,100.00,1000.00
206.00,42.00,-163.57,100.00,1000.00,206.00,42.00,55.81,100.00,1000.00
13.00,22.00,64.11,100.00,1000.00,13.00,22.00,-133.90,100.00,1000.00
1.00,26.00,24.94,100.00,1000.00,1.00,26.00,-94.57,100.00,1000.00
202.00,11.00,-99.76,100.00,1000.00,202.00,11.00,-18.05,100.00,1000.00
5.00,10.00,36.42,100.00,1000.00,5.00,10.00,-35.48,100.00,1000.00
259.00,36.00,26.83,100.00,1000.00,259.00,36.00,129.48,100.00,1000.00
130.00,30.00,24.09,100.00,1000.00,130.00,30.00,-83.34,100.00,1000.00
309.00,58.00,-74.13,100.00,1000.00,309.00,58.00,-34.47,100.00,1000.00
81.00,34.00,-21.07,100.00,1000.00,81.00,34.00,-216.09,100.00,1000.00
242.00,13.00,-93.14,100.00,1000.00,242.00,13.00,-13.01,100.00,1000.00
19.00,21.00,-191.95,100.00,1000.00,19.00,21.00,-69.58,100.00,1000.00
14.00,18.00,-168.28,100.00,1000.00,14.00,18.00,-95.96,100.00,1000.00
89.00,65.00,-66.06,100.00,1000.00,89.00,65.00,-38.47,100.00,1000.00
